Cliente,Veiculo,Data,Inicio,Fim,Registros CAN,Km Inicial,Km Final,Km Percorrido,Consumo Combustivel (L),Horas Motor,Media Km/L,Velocidade Media,Velocidade Maxima,Temperatura Motor Media,Temperatura Motor Maxima,Temperatura Ambiente Media,Pressao Ar Media,Pressao Ar Maxima,Economia Combustivel Media,Temperatura Cabine Media
Londrina,3102,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,12618,204326,204379,53,18.998,2,2.78976734393094,17.569767441860463,55,90.875,95,26.06959706959707,910.1056218057921,1104,21436.009944358942,
Londrina,3102,28-06-2026,28-06-2026 00:00:00,28-06-2026 21:10:53,3651,204379,204392,13,5.239,0,2.4813895781637716,21.490801576872535,59,75.77272727272727,94,30.717391304347824,837.4697286012527,1112,21094.5408,0
Londrina,3103,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,14369,189593,189656,63,21.413,3,2.9421379535796013,21.616025116025117,58,87.54906054279749,91,26.076923076923077,962.638570774164,1120,18947.023792003925,
Londrina,3103,28-06-2026,28-06-2026 00:00:00,28-06-2026 20:33:40,2486,189656,189664,8,2.922,0,2.737850787132101,21.45279187817259,53,80.92857142857143,91,27.548387096774192,886.8148148148148,1112,21254.438675022382,0
Londrina,3104,28-06-2026,28-06-2026 08:09:16,28-06-2026 17:42:42,3,207559,207559,0,0,0,,41,41,84,84,14,1016,1016,7000,0
Londrina,3105,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,13240,210813,210905,92,37.792,3,2.4343776460626585,26.03623417721519,53,92.52173913043478,99,22.45128205128205,953.3107747105967,1112,14288.59437751004,
Londrina,3105,28-06-2026,28-06-2026 00:00:00,28-06-2026 09:29:13,4651,210905,210924,19,7.281,0,2.6095316577393217,20.12289685442575,52,86.65217391304348,94,24.646153846153847,935.3260869565217,1088,16746.37777777778,0
Londrina,3106,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,13284,182610,182680,70,28.252,3,2.4777006937561943,22.866829779797275,59,86.76190476190476,91,25.12578616352201,993.531167690957,1144,15312.413098236775,
Londrina,3106,28-06-2026,28-06-2026 00:00:00,28-06-2026 01:39:36,4178,182680,182697,17,6.425,0,2.6459143968871595,23.216174183514774,70,85.2127659574468,90,26.8,984.5393258426966,1144,17526.133333333335,
Londrina,3108,27-06-2026,27-06-2026 20:37:35,27-06-2026 21:38:13,241,,,,0.182,,,7.956896551724138,23,37.76923076923077,44,25.5,876.3564356435644,1080,26122.5,
Londrina,3108,29-06-2026,29-06-2026 02:58:09,29-06-2026 02:58:13,5,111776,111776,0,0,0,,0,0,33,44,24,300,304,24464,0
Londrina,3109,28-06-2026,28-06-2026 08:38:28,28-06-2026 20:35:34,2611,116380,116381,1,1.022,0,0.9784735812133072,11.254716981132075,29,52.65217391304348,84,30,1058.8181818181818,1200,23037.406896551725,0
Londrina,3110,27-06-2026,27-06-2026 20:36:42,27-06-2026 20:38:42,114,,,,0.018,,,4.384615384615385,12,47,48,,950.2222222222222,1088,33562.5,
Londrina,3111,28-06-2026,28-06-2026 20:42:57,28-06-2026 20:54:35,641,109871,109872,1,0.427,1,2.34192037470726,14.884057971014492,26,51.6,81,27,813.1063829787234,1080,14900.74074074074,0
Londrina,3112,27-06-2026,27-06-2026 20:50:49,27-06-2026 23:59:59,787,121684,121686,2,0.949,0,2.107481559536354,16.45149253731343,40,74,86,32.625,877.3333333333334,1056,21363.545454545456,
Londrina,3112,28-06-2026,28-06-2026 00:00:00,28-06-2026 19:56:03,49133,121686,121986,300,131.724,14,2.27748929580031,25.031475023776096,72,90.00184842883549,97,28.32208922742111,1012.7851357789424,1064,16703.062008414123,0
Londrina,3112,29-06-2026,29-06-2026 02:54:30,29-06-2026 02:54:34,5,,,,,,,,,,,,,,,
Londrina,3113,27-06-2026,27-06-2026 20:00:01,27-06-2026 23:59:59,13244,125551,125623,72,28.869,3,2.49402473241193,24.752784371006026,64,89.92366412213741,93,,1028.489733840304,1072,15386.99703264095,
Londrina,3113,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,66976,125623,126026,403,161.229,18,2.499550329035099,26.5330594609909,71,90.2970711297071,97,0,1026.703749339905,1080,14595.814814814816,0
Londrina,3113,29-06-2026,29-06-2026 00:00:00,29-06-2026 01:34:10,4796,126026,126046,20,7.67,0,2.607561929595828,25.983004758667573,67,89.12903225806451,93,,1020.9971988795518,1072,12859.770114942528,
Londrina,3114,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,12829,123151,123228,77,28.477,3,2.703936510166099,23.86126396531599,60,89.656,93,24.973118279569892,1043.2434266327396,1080,15405.560975609756,
Londrina,3114,28-06-2026,28-06-2026 00:00:00,28-06-2026 20:26:44,5803,123228,123247,19,6.687,1,2.8413339315088977,18.703951367781155,50,77.9245283018868,93,32.125,1008.2139917695473,1080,17629.172093023255,0
Londrina,3115,27-06-2026,27-06-2026 21:25:06,27-06-2026 21:41:03,884,,,,0.594,,,9.938053097345133,26,61.25,72,30.25,952,1080,20061.39534883721,
Londrina,3115,29-06-2026,29-06-2026 02:57:46,29-06-2026 02:57:50,5,120896,120896,0,0,0,,0,0,72,72,27,712,992,55000,0
Londrina,3116,27-06-2026,27-06-2026 20:00:01,27-06-2026 23:59:59,13397,,,,,,,29.970743205768166,125,,,,,,,
Londrina,3116,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,63939,,,,0,0,,30.346665151687308,125,0,0,0,0,0,0,0
Londrina,3116,29-06-2026,29-06-2026 00:00:00,29-06-2026 00:41:31,2253,,,,,,,30.33526570048309,125,,,,,,,
Londrina,3117,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,14370,118578,118647,69,25.416,3,2.7148253068932955,23.09842368319877,57,88.75136612021858,93,26.765333333333334,1037.3886966551327,1080,19120.372655168074,
Londrina,3117,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,38113,118647,118893,246,89.748,9,2.741008156170611,29.163539553752535,84,87.34257748776508,99,25.60335195530726,1039.926426832567,1096,17257.307201542204,0
Londrina,3117,29-06-2026,29-06-2026 00:00:00,29-06-2026 00:48:20,2175,118893,118907,14,4.739,0,2.9542097488921715,32.214166666666664,73,87.57575757575758,97,30.790697674418606,1040.5272727272727,1080,19487.34829592685,
Londrina,3118,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,14371,118383,118470,87,34.576,3,2.5161962054604348,26.189695302581462,71,90.66373626373627,93,25.21812080536913,1028.1668512366186,1080,16578.400566839868,
Londrina,3118,28-06-2026,28-06-2026 00:00:00,28-06-2026 20:39:37,17772,118470,118533,63,23.394,3,2.6929982046678638,22.41089918256131,64,81.03373493975904,93,28.35377358490566,1028.0159593761334,1088,19587.916656014317,0
Londrina,3119,27-06-2026,27-06-2026 20:00:00,27-06-2026 20:58:03,3476,122033,122033,0,,,,10.808823529411764,25,83.25806451612904,87,48.1551724137931,881.6592592592592,1080,27288,
Londrina,3121,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,13225,97019,97088,69,25.569,3,2.69858031209668,22.330385948141952,60,88.45925925925926,93,24.09722222222222,1031.2109308283518,1080,19321.82883613202,
Londrina,3121,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,43262,97088,97298,210,83.02,10,2.5295109612141653,23.04351295728506,74,87.55642857142857,94,25.768633540372672,1033.5875440658049,1088,18804.428912096046,0
Londrina,3121,29-06-2026,29-06-2026 00:00:00,29-06-2026 00:37:51,2011,97298,97307,9,2.807,0,3.206270039187745,18.271844660194176,39,86.74468085106383,92,24.263157894736842,1035.6716417910447,1080,21719.167070217918,
Londrina,3122,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,12467,105766,105834,68,25.053,2,2.7142457989063185,22.719569603227974,62,85.46279069767442,90,25.67153284671533,1020.9887302779865,1080,17951.945920745922,
Londrina,3122,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,67015,105834,106183,349,145.082,17,2.4055361795398467,23.85939412102595,66,85.963187527068,92,27.82494004796163,1019.9079552925707,1088,18219.48802149414,0
Londrina,3122,29-06-2026,29-06-2026 00:00:00,29-06-2026 00:45:21,2575,106183,106193,10,2.893,0,3.4566194262011756,21.685352622061483,56,84.58490566037736,87,27,1019.8586572438163,1080,21918.749022673965,
Londrina,3123,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:48:33,11646,104888,104950,62,23.003,2,2.6953006129635266,22.63760827046661,56,89.21867321867322,95,,1022.7454545454545,1080,17898.67696665379,
Londrina,3123,28-06-2026,28-06-2026 00:25:02,28-06-2026 23:59:59,68089,104950,105249,299,115.96,18,2.57847533632287,20.88907375081824,65,88.79023932426091,95,0,1028.8318880267761,1088,18296.440687210255,0
Londrina,3123,29-06-2026,29-06-2026 00:00:00,29-06-2026 00:47:28,2673,105249,105260,11,4.026,0,2.73224043715847,22.99385560675883,66,86.74418604651163,93,,1035.7692307692307,1080,19710.777244688143,
Londrina,3124,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,14369,96037,96119,82,25.872,3,3.1694495980210267,23.54884547069272,53,85.65633802816902,92,24.555555555555557,1022.4348941629249,1072,18600.753322364257,
Londrina,3124,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,65065,96119,96365,246,104.651,17,2.3506703232649473,19.211065936008485,65,86.3935873605948,96,29.581694402420574,1021.3042435866698,1072,19822.684509179184,0
Londrina,3124,29-06-2026,29-06-2026 00:00:00,29-06-2026 00:47:38,2608,96365,96377,12,5.241,0,2.2896393817973673,23.175257731958762,50,87.80373831775701,93,29.296875,1017.4620123203285,1072,15521.764453961456,
Londrina,3125,27-06-2026,27-06-2026 21:06:18,27-06-2026 21:16:51,633,108274,108274,0,0.517,,0,10.054794520547945,28,80.66666666666667,85,43.166666666666664,1001.8823529411765,1064,25000.25,
Londrina,3125,28-06-2026,28-06-2026 05:04:29,28-06-2026 23:59:59,65241,108274,108587,313,136.643,18,2.290640574343362,22.691517054450795,71,89.4093648585999,96,28.558252427184467,1014.4361531038919,1080,17052.1196313506,0
Londrina,3125,29-06-2026,29-06-2026 00:00:00,29-06-2026 01:01:53,3523,108587,108605,18,6.991,0,2.5747389500786726,25.824587706146925,58,89.02020202020202,93,29.60377358490566,1013.5730337078652,1064,17205.243838489776,
Londrina,3126,27-06-2026,27-06-2026 20:05:26,27-06-2026 20:22:08,920,104413,104413,0,0.557,0,0,9.980645161290322,23,57.333333333333336,64,24.833333333333332,1051.6190476190477,1096,19696.677966101695,
Londrina,3126,28-06-2026,28-06-2026 05:09:48,28-06-2026 22:30:50,51418,104413,104700,287,132.983,15,2.1581705932337214,22.64914778675824,70,86.25112781954887,91,26.980982567353408,1045.2644135188866,1104,14304.115639150123,0
Londrina,3127,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,13214,99336,99407,71,27.647,3,2.5680905704054693,23.877420567775896,55,85.68085106382979,89,25.829113924050635,1031.6233183856502,1072,15581.962910128388,
Londrina,3127,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,57721,99407,99782,375,145.83,16,2.571487348282246,26.497344852183563,66,85.95725388601036,93,27.754946727549466,1031.2247467834657,1072,15019.414859252423,0
Londrina,3127,29-06-2026,29-06-2026 00:00:00,29-06-2026 01:10:46,3566,99782,99804,22,8.427,0,2.6106562240417706,33.43336058871627,72,85.61363636363636,88,31.6,1032.147465437788,1064,13109.8,
Londrina,3128,27-06-2026,27-06-2026 20:18:22,27-06-2026 23:58:38,9179,,,,19.387,2,,25.425879396984925,50,87.29357798165138,93,26.6875,1033.5804480651732,1072,16465.597246127367,
Londrina,3128,28-06-2026,28-06-2026 00:17:32,28-06-2026 23:59:59,63000,95708,95708,0,152.86,17,0,23.301580980446815,76,89.55842391304348,97,28.687580025608195,1029.28078817734,1080,15773.234982882042,0
Londrina,3128,29-06-2026,29-06-2026 00:00:00,29-06-2026 00:36:58,1855,,,,2.105,,,25.474874371859297,67,86.52941176470588,93,32.166666666666664,1026.0266666666666,1056,16957.166666666668,
Londrina,3129,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,13918,106180,106252,72,27.09,3,2.6578073089700998,21.783631108775616,60,85.89763779527559,90,23.86627906976744,1052.152249134948,1088,18039.733657351153,
Londrina,3129,28-06-2026,28-06-2026 00:00:00,28-06-2026 20:38:38,56389,106252,106520,268,103.187,14,2.5972263947977945,21.371025090567557,64,85.96600418410041,91,27.213709677419356,1048.7335865436787,1096,18811.196436834798,0
Londrina,3130,27-06-2026,27-06-2026 20:08:02,27-06-2026 20:57:48,161,,,,0.221,,,7.545454545454546,18,48,51,27.5,930.96,1064,22028.8,
Londrina,3130,28-06-2026,28-06-2026 04:57:49,28-06-2026 20:47:02,35146,103303,103463,160,81.19,10,1.9706860450794432,25.932711319822047,82,88.58260869565217,94,31.39806996381182,1008.362910128388,1072,18674.285286969527,0
Londrina,3131,28-06-2026,28-06-2026 00:16:06,28-06-2026 20:12:40,34966,96338,96499,161,77.391,10,2.080345259784729,22.015555113805785,67,84.9198834668609,91,27.012522361359572,1018.0917225950783,1072,19250.50712469414,0
Londrina,3131,29-06-2026,29-06-2026 00:34:56,29-06-2026 00:54:59,1042,96499,96501,2,0.817,,2.4479804161566707,19.55072463768116,73,74.76,85,29.423076923076923,1006.4457142857143,1064,22727.02487562189,
Londrina,3132,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,14161,100869,100924,55,24.551,3,2.2402346136613582,20.005693581780537,58,86.06066945606695,90,27.0282131661442,1036.9205479452055,1080,18837.553921568626,
Londrina,3132,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,69365,100924,101287,363,182.334,18,1.9908519530093125,23.943798400081786,64,86.9083147735709,92,27.348339483394835,1034.7588018054985,1096,17860.145133871654,0
Londrina,3132,29-06-2026,29-06-2026 00:00:00,29-06-2026 01:48:55,4238,101287,101302,15,7.233,0,2.073828287017835,22.04297520661157,63,86.04379562043796,92,33.67741935483871,1035.826625386997,1080,19465.77006507592,
Londrina,3133,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,14370,103187,103265,78,29.063,3,2.683824794412139,23.555808111018063,60,90.55824175824176,93,26.36503856041131,1026.2216848045143,1072,17585.30101010101,
Londrina,3133,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,74306,103265,103555,290,124.925,20,2.321392835701421,18.66801356879178,76,89.43091828138164,95,30.199338686820973,1023.6061415220294,1072,19630.67869458972,0
Londrina,3133,29-06-2026,29-06-2026 00:00:00,29-06-2026 00:57:23,3297,103555,103567,12,4.89,0,2.4539877300613497,19.160810005955927,52,89.15853658536585,93,30.854368932038835,1022.7011070110701,1064,17670.232258064516,
Londrina,3135,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,13745,103753,103812,59,23.476,3,2.513204975293917,21.254960742326908,73,88.15450643776823,93,27.081447963800905,1043.4183381088826,1088,21786.86790378007,
Londrina,3135,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:53:45,71010,103812,104087,275,130.855,18,2.101562798517443,18.830623235386383,73,89.02150537634408,97,29.721608832807572,1043.616258382373,1096,18451.43667536151,0
Londrina,3135,29-06-2026,29-06-2026 00:15:21,29-06-2026 00:57:15,2391,104087,104097,10,4.328,0,2.310536044362292,23.776326530612245,68,87.53947368421052,94,30.166666666666668,1044.5996204933585,1088,17880.689393939392,
Londrina,3136,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:48:46,11709,98508,98554,46,21.73,2,2.116889093419236,18.88294930875576,67,89.31944444444444,93,28.3920704845815,1019.464493597206,1072,15923.310563939634,
Londrina,3136,28-06-2026,28-06-2026 00:00:49,28-06-2026 22:04:49,47853,98554,98930,376,139.651,14,2.692426119397641,28.79960650899701,70,89.51700680272108,96,27.041166380789022,1018.2115721800117,1072,15381.227229146692,0
Londrina,3136,29-06-2026,29-06-2026 00:31:58,29-06-2026 00:53:02,1142,98930,98935,5,1.124,,4.448398576512455,28.0188679245283,78,78,87,33.86363636363637,1000.8181818181819,1072,15623.253333333334,
Londrina,3137,27-06-2026,27-06-2026 20:35:14,27-06-2026 23:43:17,922,105542,105543,1,1.224,,0.8169934640522876,14.912844036697248,39,82.6923076923077,89,38.13333333333333,1067.047619047619,1120,17521.972602739726,
Londrina,3137,28-06-2026,28-06-2026 00:19:34,28-06-2026 23:59:59,66316,105543,105887,344,129.193,19,2.662682962699217,21.141025641025642,58,90.07087628865979,95,27.763613861386137,1038.5473289597,1096,18231.26773706601,0
Londrina,3137,29-06-2026,29-06-2026 00:00:00,29-06-2026 01:04:28,3464,105887,105903,16,6.156,0,2.5990903183885643,22.79921568627451,52,90.52272727272727,93,29.46,1037.225806451613,1096,18736.27195467422,
Londrina,3138,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,12749,100344,100400,56,21.661,2,2.5852915377868055,19.83266367289057,55,90.51655629139073,94,27.37837837837838,1040.9542168674698,1088,17288.23313905079,
Londrina,3138,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:54:08,66299,100400,100765,365,141.193,19,2.585113992903331,22.653478947729926,67,89.6526867627785,95,27.252450980392158,1040.2355363393042,1096,16708.94244217321,0
Londrina,3138,29-06-2026,29-06-2026 00:13:13,29-06-2026 02:10:26,3444,100765,100779,14,5.844,0,2.3956194387405887,22.412010008340285,57,88.27272727272727,93,32.541666666666664,1041.8217821782177,1088,15082.404624277457,
Londrina,3139,27-06-2026,27-06-2026 20:34:37,27-06-2026 20:47:06,748,105770,105770,0,0.463,,0,9.878787878787879,23,51.857142857142854,68,25,990.7651006711409,1080,22154.10714285714,
Londrina,3139,28-06-2026,28-06-2026 05:28:43,28-06-2026 23:59:59,60214,105770,106101,331,129.82,16,2.5496841780927437,23.302662848089696,82,89.07487595850247,97,30.055555555555557,1031.8257407190538,1080,18834.421791767556,0
Londrina,3139,29-06-2026,29-06-2026 00:00:00,29-06-2026 01:45:28,4363,106101,106125,24,9.691,0,2.4765246104633163,30.237708830548925,74,89.12745098039215,93,33.92727272727273,1035.1779310344828,1080,16669.07244843998,
Londrina,3140,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,13508,108596,108672,76,32.134,2,2.365096159830709,24.048297512678097,65,89.95071868583162,95,24.96137339055794,1027.9242534595776,1080,16826.304374314608,
Londrina,3140,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,69302,108672,109036,364,158.144,18,2.301699716713881,26.305499033472376,75,89.53970452446907,95,27.985245901639345,1030.3566900805208,1080,17780.86202509542,0
Londrina,3140,29-06-2026,29-06-2026 00:00:00,29-06-2026 00:44:43,2353,109036,109048,12,3.901,0,3.0761343245321715,24.742857142857144,59,88.38235294117646,92,28.854545454545455,1032.1055408970976,1072,20112.68030690537,
Londrina,3141,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,13116,102554,102627,73,29.411,2,2.4820645336778755,24.16575410652066,54,90.17573221757323,97,25.599078341013826,1042.8142131979696,1080,16307.657996266335,
Londrina,3141,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,68874,102627,102979,352,148.714,18,2.3669593985771344,23.320548682087143,63,89.14550700741962,98,27.39022140221402,1042.9316255415333,1088,16446.5785386316,0
Londrina,3141,29-06-2026,29-06-2026 00:00:00,29-06-2026 01:33:17,4985,102979,102996,17,7.331,0,2.3189196562542627,26.67401392111369,61,89.30088495575221,93,32.78947368421053,1041.3917808219178,1072,15758.616033755274,
Londrina,3143,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,11797,98387,98470,83,23.508,3,3.530712948783393,25.83157894736842,66,87.05785123966942,95,24.82894736842105,1042.1010101010102,1112,18055.004291845493,
Londrina,3143,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,60096,98470,98875,405,147.944,17,2.7375223057373064,27.03570329332102,69,89.62759643916914,96,28.581956797966964,1034.4266075388027,1120,15288.464101091327,0
Londrina,3143,29-06-2026,29-06-2026 00:00:00,29-06-2026 02:00:17,4573,98875,98895,20,7.778,1,2.5713551041398817,23.299274884640738,58,87.56410256410257,93,32.4,1029.9746835443038,1104,17221.052631578947,
Londrina,3144,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:56:20,14150,98175,98226,51,29.734,2,1.7152081791888074,22.826791277258568,51,87.02612826603325,93,30.330188679245282,1035.240637107189,1080,14856.58556560314,
Londrina,3144,28-06-2026,28-06-2026 00:12:24,28-06-2026 23:56:56,70201,98226,98488,262,108.889,18,2.4061199937551083,18.75737572410077,73,86.62951082598235,93,30.282160625444206,1039.4499593165176,1096,19805.86083829022,0
Londrina,3144,29-06-2026,29-06-2026 00:15:15,29-06-2026 00:59:16,2404,98488,98497,9,3.792,,2.3734177215189876,21.1131221719457,53,86.125,89,31.135593220338983,1037.3192612137202,1088,18159.588491717524,
Londrina,3145,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,14370,97421,97477,56,23.957,3,2.3375213924948866,18.36723163841808,42,86.63709677419355,90,27.433333333333334,1031.4829659318636,1072,19803.246646026833,
Londrina,3145,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,72902,97477,97913,436,168.19,19,2.5923063202330696,25.77309013498476,69,86.60179518563851,92,26.693164933135215,1030.5679993092133,1072,17282.570671996004,0
Londrina,3145,29-06-2026,29-06-2026 00:00:00,29-06-2026 02:07:37,5324,97913,97934,21,8.16,1,2.5735294117647056,23.05493523894596,70,86.21897810218978,90,30.329896907216494,1031.7211538461538,1072,19926.739591836737,
Londrina,3146,29-06-2026,29-06-2026 02:55:52,29-06-2026 02:55:56,5,101732,101732,0,0,0,,0,0,23,23,24,770.6666666666666,776,8000,0
Londrina,3147,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,13189,106699,106771,72,30.255,2,2.379771938522558,23.621457137889063,60,86.50581395348837,92,25.573248407643312,1040.068796068796,1080,13515.077740863788,
Londrina,3147,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,63366,106771,107196,425,200.12,18,2.123725764541275,27.243837643339948,96,87.16642335766423,93,26.79532967032967,1037.7313684210526,1096,12813.090193874685,0
Londrina,3147,29-06-2026,29-06-2026 00:00:00,29-06-2026 02:07:19,4350,107196,107217,21,7.947,1,2.6425066062665157,23.798620689655174,59,85.81132075471699,89,29.355555555555554,1037.9054545454546,1080,15686.431818181818,
Londrina,3148,27-06-2026,27-06-2026 23:13:11,27-06-2026 23:16:13,168,,,,0.133,,,,,43,47,28,653.2173913043479,888,,
Londrina,3148,28-06-2026,28-06-2026 02:16:49,28-06-2026 22:26:29,11619,106868,106903,35,17.061,2,2.0514623996248753,22.13514839342654,64,81.60411311053984,99,33.78456591639871,988.410358565737,1080,19161.1336492891,0
Londrina,3149,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,13220,106115,106187,72,35.707,3,2.016411347914975,26.905034113959065,63,86.60335195530726,90,27,1033.8263665594855,1088,13994.302379125096,
Londrina,3149,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,64362,106187,106515,328,132.228,19,2.4805638745197687,24.694519621109606,81,85.98706338939198,90,28.695303550973655,1036.3297419193184,1088,14102.30376515635,0
Londrina,3149,29-06-2026,29-06-2026 00:00:00,29-06-2026 01:09:04,3737,106515,106529,14,5.925,0,2.3628691983122363,23.834960070984916,70,85.53488372093024,88,29.541666666666668,1037.5449735449736,1080,14594.7615658363,
Londrina,3150,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:52:44,10691,103987,104055,68,24.356,2,2.7919198554770897,22.963565891472868,58,86.23255813953489,91,24.119266055045873,1037.5176304654442,1088,15347.775156141568,
Londrina,3150,28-06-2026,28-06-2026 00:00:58,28-06-2026 23:57:55,55940,104055,104393,338,154.797,16,2.1835048482851733,23.742183278005097,77,86.17979197622586,94,27.24279210925645,1038.9197475202886,1096,15054.086614173228,0
Londrina,3150,29-06-2026,29-06-2026 00:12:32,29-06-2026 02:05:26,2683,104393,104405,12,5.181,,2.3161551823972206,27.191435768261965,75,85.96774193548387,93,29.966666666666665,1031.9591836734694,1088,14566.451612903225,
Londrina,3151,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:56:43,14045,101121,101190,69,26.257,3,2.627870663061279,22.26911124922312,64,90.5633423180593,93,24.580952380952382,1034.8815028901734,1096,19288.998668119628,
Londrina,3151,28-06-2026,28-06-2026 00:09:48,28-06-2026 23:59:59,14351,101190,101263,73,30465.411,5850,0.0023961600255450353,23.577104377104376,66,86.7534791252485,95,26.322222222222223,1031.6173065204143,1104,16487.35218757554,0
